Ticker,Name,Sector,Cap,NameCln
ABT,Abbott Laboratories,Healthcare,177356.0,Abbott Laboratories
AXP,American Express Co.,Financial Services,170655.0,American Express
CAT,Caterpillar Inc.,Industrials,169442.0,Caterpillar
INTU,Intuit Inc,Technology,167734.0,Intuit
VZ,Verizon Communications Inc,Communication Services,165676.0,Verizon Communications
AMGN,AMGEN Inc.,Healthcare,161032.0,AMGEN
PFE,Pfizer Inc.,Healthcare,160365.0,Pfizer
MS,Morgan Stanley,Financial Services,160355.0,Morgan Stanley
NEE,NextEra Energy Inc,Utilities,159288.0,NextEra Energy
IBM,International Business Machines Corp.,Technology,155850.0,International Business Machines
PM,Philip Morris International Inc,Consumer Defensive,155533.0,Philip Morris International
CMCSA,Comcast Corp,Communication Services,150853.0,Comcast
NOW,ServiceNow Inc,Technology,149416.0,ServiceNow
GS,"Goldman Sachs Group, Inc.",Financial Services,148272.0,Goldman Sachs Group
MU,Micron Technology Inc.,Technology,146915.0,Micron Technology
NKE,"Nike, Inc.",Consumer Cyclical,143520.0,Nike
SPGI,S&P Global Inc,Financial Services,143220.0,S&P Global
ISRG,Intuitive Surgical Inc,Healthcare,142245.0,Intuitive Surgical
UNP,Union Pacific Corp.,Industrials,139724.0,Union Pacific
COP,Conoco Phillips,Energy,139128.0,Conoco Phillips
ETN,Eaton Corporation plc,Industrials,134877.0,Eaton
INTC,Intel Corp.,Technology,132222.0,Intel
HON,Honeywell International Inc,Industrials,129703.0,Honeywell International
SYK,Stryker Corp.,Healthcare,129260.0,Stryker
BKNG,Booking Holdings Inc,Consumer Cyclical,128589.0,Booking
LRCX,Lam Research Corp.,Technology,126984.0,Lam Research
SCHW,Charles Schwab Corp.,Financial Services,125814.0,Charles Schwab
LOW,"Lowe`s Cos., Inc.",Consumer Cyclical,123233.0,Lowe's
T,"AT&T, Inc.",Communication Services,123135.0,AT&T
PGR,Progressive Corp.,Financial Services,120174.0,Progressive
C,Citigroup Inc,Financial Services,119120.0,Citigroup
UPS,"United Parcel Service, Inc.",Industrials,118995.0,United Parcel Service
DELL,Dell Technologies Inc,Technology,118546.0,Dell Technologies
UBER,Uber Technologies Inc,Technology,118205.0,Uber
ADI,Analog Devices Inc.,Technology,115837.0,Analog Devices
VRTX,"Vertex Pharmaceuticals, Inc.",Healthcare,115319.0,Vertex Pharmaceuticals
TJX,"TJX Companies, Inc.",Consumer Cyclical,114906.0,TJX
BLK,Blackrock Inc.,Financial Services,114632.0,Blackrock
BSX,Boston Scientific Corp.,Healthcare,110513.0,Boston Scientific
LMT,Lockheed Martin Corp.,Industrials,110007.0,Lockheed Martin
MDT,Medtronic Plc,Healthcare,108881.0,Medtronic
BA,Boeing Co.,Industrials,107479.0,Boeing
CB,Chubb Limited,Financial Services,106648.0,Chubb Limited
KLAC,KLA Corp.,Technology,105846.0,KLA
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,105047.0,Regeneron Pharmaceuticals
DE,Deere & Co.,Industrials,102789.0,Deere
MMC,"Marsh & McLennan Cos., Inc.",Financial Services,100501.0,Marsh & McLennan
PANW,Palo Alto Networks Inc,Technology,99734.0,Palo Alto Networks
ADP,Automatic Data Processing Inc.,Industrials,99581.0,Automatic Data Processing
PLD,Prologis Inc,Real Estate,97214.0,Prologis
ANET,Arista Networks Inc,Technology,96356.0,Arista Networks
CI,Cigna Group (The),Healthcare,94656.0,Cigna Group
KKR,KKR & Co. Inc,Financial Services,90661.0,KKR
MDLZ,Mondelez International Inc.,Consumer Defensive,90636.0,Mondelez International
SNPS,"Synopsys, Inc.",Technology,90082.0,Synopsys
SBUX,Starbucks Corp.,Consumer Cyclical,87762.0,Starbucks
FI,"Fiserv, Inc.",Energy,86841.0,Fiserv
CMG,Chipotle Mexican Grill,Consumer Cyclical,86627.0,Chipotle
AMT,American Tower Corp.,Real Estate,86404.0,American Tower
SO,Southern Company,Utilities,84878.0,Southern
HCA,HCA Healthcare Inc,Healthcare,83462.0,HCA Healthcare
WM,"Waste Management, Inc.",Industrials,82808.0,Waste Management
BMY,Bristol-Myers Squibb Co.,Healthcare,82077.0,Bristol-Myers Squibb
GD,General Dynamics Corp.,Industrials,81579.0,General Dynamics
CDNS,"Cadence Design Systems, Inc.",Technology,80609.0,Cadence Design Systems
APH,Amphenol Corp.,Technology,80469.0,Amphenol
GILD,"Gilead Sciences, Inc.",Healthcare,79660.0,Gilead Sciences
ZTS,Zoetis Inc,Healthcare,78163.0,Zoetis
MO,Altria Group Inc.,Consumer Defensive,78118.0,Altria Group
DUK,Duke Energy Corp.,Utilities,78088.0,Duke Energy
FCX,Freeport-McMoRan Inc,Basic Materials,76927.0,Freeport-McMoRan
ICE,Intercontinental Exchange Inc,Financial Services,76677.0,Intercontinental Exchange
SHW,Sherwin-Williams Co.,Basic Materials,76503.0,Sherwin-Williams
CL,Colgate-Palmolive Co.,Consumer Defensive,75431.0,Colgate-Palmolive
CME,CME Group Inc,Financial Services,74997.0,CME Group
MCO,Moody`s Corp.,Financial Services,74099.0,Moody's
TDG,Transdigm Group Incorporated,Industrials,73750.0,Transdigm Group
EQIX,Equinix Inc,Real Estate,72955.0,Equinix
EOG,"EOG Resources, Inc.",Energy,72327.0,EOG Resources
MCK,Mckesson Corporation,Healthcare,71396.0,Mckesson
ITW,"Illinois Tool Works, Inc.",Industrials,70843.0,Illinois Tool Works
TGT,Target Corp,Consumer Defensive,68053.0,Target
CTAS,Cintas Corporation,Industrials,68014.0,Cintas
MRVL,Marvell Technology Inc,Technology,67793.0,Marvell Technology
PH,Parker-Hannifin Corp.,Industrials,67682.0,Parker-Hannifin
NOC,Northrop Grumman Corp.,Industrials,67409.0,Northrop Grumman
CVS,CVS Health Corp,Healthcare,67326.0,CVS Health
MAR,"Marriott International, Inc.",Consumer Cyclical,66876.0,Marriott International
SLB,Schlumberger Ltd.,Energy,66507.0,Schlumberger
BDX,Becton Dickinson & Co.,Healthcare,65547.0,Becton Dickinson
CSX,CSX Corp.,Industrials,65451.0,CSX
ECL,"Ecolab, Inc.",Basic Materials,65367.0,Ecolab
PYPL,PayPal Holdings Inc,Financial Services,65033.0,PayPal
EMR,Emerson Electric Co.,Industrials,64104.0,Emerson Electric
MPC,Marathon Petroleum Corp,Energy,63124.0,Marathon Petroleum
PXD,Pioneer Natural Resources Co.,Energy,62989.0,Pioneer Natural Resources
USB,U.S. Bancorp.,Financial Services,62059.0,US Bancorp
VMW,Vmware Inc.,Technology,61523.0,Vmware
FDX,Fedex Corp,Industrials,61038.0,Fedex
AON,Aon plc.,Financial Services,60720.0,Aon
PNC,PNC Financial Services Group Inc,Financial Services,60617.0,PNC Financial Services Group
PSX,Phillips 66,Energy,60523.0,Phillips 66
WELL,Welltower Inc.,Real Estate,60288.0,Welltower
MSI,Motorola Solutions Inc,Technology,60030.0,Motorola Solutions
DISCK,Warner Bros.Discovery Inc,Communication Services,59712.0,Warner BrosDiscovery
APD,Air Products & Chemicals Inc.,Basic Materials,58829.0,Air Products & Chemicals
RSG,"Republic Services, Inc.",Industrials,57793.0,Republic Services
ROP,Roper Technologies Inc,Industrials,57057.0,Roper Technologies
PCAR,Paccar Inc.,Industrials,56582.0,Paccar
ORLY,"O`Reilly Automotive, Inc.",Consumer Cyclical,56392.0,O'Reilly Automotive
OXY,Occidental Petroleum Corp.,Energy,55158.0,Occidental Petroleum
MMM,3M Co.,Industrials,54606.0,3M
AJG,Arthur J. Gallagher & Co.,Financial Services,54260.0,Arthur J Gallagher
MNST,Monster Beverage Corp.,Consumer Defensive,53805.0,Monster Beverage
VLO,Valero Energy Corp.,Energy,53487.0,Valero Energy
MCHP,"Microchip Technology, Inc.",Technology,53055.0,Microchip Technology
EW,Edwards Lifesciences Corp,Healthcare,52450.0,Edwards Lifesciences
COF,Capital One Financial Corp.,Financial Services,51943.0,Capital One Financial
AIG,American International Group Inc,Financial Services,51341.0,American International Group
CPRT,"Copart, Inc.",Industrials,50742.0,Copart
DXCM,Dexcom Inc,Healthcare,50657.0,Dexcom
MET,Metlife Inc,Financial Services,50476.0,Metlife
NSC,Norfolk Southern Corp.,Industrials,50336.0,Norfolk Southern
HLT,Hilton Worldwide Holdings Inc,Consumer Cyclical,50009.0,Hilton Worldwide
AFL,Aflac Inc.,Financial Services,49583.0,Aflac
WMB,Williams Cos Inc,Energy,49567.0,Williams
GM,General Motors Company,Consumer Cyclical,49164.0,General Motors
JCI,Johnson Controls International plc,Industrials,48963.0,Johnson Controls International
NEM,Newmont Corp,Basic Materials,48893.0,Newmont
AZO,Autozone Inc.,Consumer Cyclical,48493.0,Autozone
TRV,Travelers Companies Inc.,Financial Services,48173.0,Travelers
SPG,"Simon Property Group, Inc.",Real Estate,47971.0,Simon Property Group
SRE,Sempra,Utilities,47691.0,Sempra
PSA,Public Storage.,Real Estate,47560.0,Public Storage
OKE,Oneok Inc.,Energy,47252.0,Oneok
DHI,D.R. Horton Inc.,Consumer Cyclical,47042.0,DR Horton
HES,Hess Corporation,Energy,46848.0,Hess
AEP,American Electric Power Company Inc.,Utilities,46714.0,American Electric Power
ROST,"Ross Stores, Inc.",Consumer Cyclical,46343.0,Ross Stores
GWW,W.W. Grainger Inc.,Industrials,46081.0,WW Grainger
TEL,TE Connectivity Ltd,Technology,46057.0,TE Connectivity
F,Ford Motor Co.,Consumer Cyclical,45803.0,Ford Motor
INFO,IHS Markit Ltd,Industrials,45801.0,IHS Markit
WDAY,Workday Inc,Technology,45758.0,Workday
KDP,Keurig Dr Pepper Inc,Consumer Defensive,45696.0,Keurig Dr Pepper
FTNT,Fortinet Inc,Technology,45416.0,Fortinet
ADSK,Autodesk Inc.,Technology,45347.0,Autodesk
EL,"Estee Lauder Cos., Inc.",Consumer Defensive,44991.0,Estee Lauder
STZ,Constellation Brands Inc,Consumer Defensive,44925.0,Constellation Brands
DLR,Digital Realty Trust Inc,Real Estate,44918.0,Digital Realty Trust
O,Realty Income Corp.,Real Estate,44906.0,Realty Income
D,Dominion Energy Inc,Utilities,44300.0,Dominion Energy
URI,"United Rentals, Inc.",Industrials,44266.0,United Rentals
BK,Bank Of New York Mellon Corp,Financial Services,43553.0,Bank Of New York Mellon
KMB,Kimberly-Clark Corp.,Consumer Defensive,43486.0,Kimberly-Clark
ALL,Allstate Corp (The),Financial Services,43459.0,Allstate
A,Agilent Technologies Inc.,Healthcare,43434.0,Agilent Technologies
PAYX,Paychex Inc.,Industrials,43293.0,Paychex
AMP,Ameriprise Financial Inc,Financial Services,43203.0,Ameriprise Financial
COR,Cencora Inc.,Real Estate,43123.0,Cencora
LEN,Lennar Corp.,Consumer Cyclical,42700.0,Lennar
KHC,Kraft Heinz Co,Consumer Defensive,42561.0,Kraft Heinz
CCI,Crown Castle Inc,Real Estate,42453.0,Crown Castle
TTD,Trade Desk Inc,Technology,42335.0,Trade Desk
KMI,Kinder Morgan Inc,Energy,42324.0,Kinder Morgan
PRU,Prudential Financial Inc.,Financial Services,42265.0,Prudential Financial
HUM,Humana Inc.,Healthcare,42080.0,Humana
FIS,"Fidelity National Information Services, Inc.",Technology,41791.0,Fidelity National Information Services
IDXX,"Idexx Laboratories, Inc.",Healthcare,41740.0,Idexx Laboratories
LHX,L3Harris Technologies Inc,Industrials,41515.0,L3Harris Technologies
IQV,IQVIA Holdings Inc,Healthcare,41307.0,IQVIA
TWTR,Twitter Inc,Communication Services,41094.0,Twitter
PWR,"Quanta Services, Inc.",Industrials,40936.0,Quanta Services
DOW,Dow Inc,Basic Materials,40814.0,Dow Inc
HSY,Hershey Company,Consumer Defensive,40526.0,Hershey
NUE,Nucor Corp.,Basic Materials,40373.0,Nucor
MSCI,MSCI Inc,Financial Services,39271.0,MSCI
CHTR,Charter Communications Inc.,Communication Services,39093.0,Charter Communications
AME,Ametek Inc,Industrials,38959.0,Ametek
CNC,Centene Corp.,Healthcare,38807.0,Centene
CTVA,Corteva Inc,Basic Materials,38794.0,Corteva
RCL,Royal Caribbean Group,Consumer Cyclical,38636.0,Royal Caribbean Group
ACGL,Arch Capital Group Ltd,Financial Services,38394.0,Arch Capital Group
YUM,Yum Brands Inc.,Consumer Cyclical,38263.0,Yum Brands
CMI,Cummins Inc.,Industrials,38060.0,Cummins
GIS,"General Mills, Inc.",Consumer Defensive,37868.0,General Mills
KR,Kroger Co.,Consumer Defensive,37751.0,Kroger
IR,Ingersoll-Rand Inc,Industrials,37705.0,Ingersoll-Rand
ODFL,"Old Dominion Freight Line, Inc.",Industrials,37658.0,Old Dominion Freight Line
PEG,Public Service Enterprise Group Inc.,Utilities,37127.0,Public Service Enterprise Group
FAST,Fastenal Co.,Industrials,37078.0,Fastenal
MPWR,Monolithic Power System Inc,Technology,36976.0,Monolithic Power System
VST,Vistra Corp,Utilities,36900.0,Vistra
EXC,Exelon Corp.,Utilities,36781.0,Exelon
SQ,Block Inc,Technology,36776.0,Block
SYY,Sysco Corp.,Consumer Defensive,36089.0,Sysco
LNG,Cheniere Energy Inc.,Energy,35752.0,Cheniere Energy
LULU,Lululemon Athletica inc.,Consumer Cyclical,35665.0,Lululemon Athletica
VRSK,Verisk Analytics Inc,Industrials,35508.0,Verisk Analytics
FANG,Diamondback Energy Inc,Energy,35269.0,Diamondback Energy
MLM,"Martin Marietta Materials, Inc.",Basic Materials,35155.0,Martin Marietta Materials
EA,"Electronic Arts, Inc.",Communication Services,35125.0,Electronic Arts
NDAQ,Nasdaq Inc,Financial Services,34627.0,Nasdaq
DD,DuPont de Nemours Inc,Basic Materials,34322.0,DuPont de Nemours
FICO,Fair Isaac Corp.,Technology,34228.0,Fair Isaac
XYL,Xylem Inc,Industrials,34030.0,Xylem
CSGP,"Costar Group, Inc.",Real Estate,33999.0,Costar Group
IT,"Gartner, Inc.",Technology,33746.0,Gartner
VMC,Vulcan Materials Co,Basic Materials,33589.0,Vulcan Materials
LVS,Las Vegas Sands Corp,Consumer Cyclical,33326.0,Las Vegas Sands
CTSH,Cognizant Technology Solutions Corp.,Technology,33243.0,Cognizant Technology Solutions
VEEV,Veeva Systems Inc,Healthcare,32822.0,Veeva Systems
HUBS,HubSpot Inc,Technology,32534.0,HubSpot
HPQ,HP Inc,Technology,32501.0,HP
DAL,"Delta Air Lines, Inc.",Industrials,32446.0,Delta Air Lines
HAL,Halliburton Co.,Energy,32331.0,Halliburton
ED,"Consolidated Edison, Inc.",Utilities,32235.0,Consolidated Edison
LYB,LyondellBasell Industries NV,Basic Materials,32142.0,LyondellBasell Industries NV
BIIB,Biogen Inc,Healthcare,31846.0,Biogen
ON,ON Semiconductor Corp.,Technology,31687.0,ON Semiconductor
DG,Dollar General Corp.,Consumer Defensive,31252.0,Dollar General
GRMN,Garmin Ltd,Technology,31193.0,Garmin
MTD,"Mettler-Toledo International, Inc.",Healthcare,31065.0,Mettler-Toledo International
DVN,Devon Energy Corp.,Energy,30911.0,Devon Energy
GLW,"Corning, Inc.",Technology,30710.0,Corning
DFS,Discover Financial Services,Financial Services,30528.0,Discover Financial Services
RMD,Resmed Inc.,Healthcare,30435.0,Resmed
PPG,"PPG Industries, Inc.",Basic Materials,30391.0,PPG Industries
TSCO,Tractor Supply Co.,Consumer Cyclical,30387.0,Tractor Supply
CDW,CDW Corp,Technology,30266.0,CDW
EXR,Extra Space Storage Inc.,Real Estate,30141.0,Extra Space Storage
ADM,Archer Daniels Midland Co.,Consumer Defensive,30106.0,Archer Daniels Midland
FSLR,First Solar Inc,Technology,29989.0,First Solar
XEL,"Xcel Energy, Inc.",Utilities,29860.0,Xcel Energy
WAB,Westinghouse Air Brake Technologies Corp,Industrials,29760.0,Westinghouse Air Brake Technologies
HIG,Hartford Financial Services Group Inc.,Financial Services,29673.0,Hartford Financial Services Group
ROK,Rockwell Automation Inc,Industrials,29481.0,Rockwell Automation
VICI,VICI Properties Inc,Real Estate,29480.0,VICI Properties
EFX,"Equifax, Inc.",Industrials,29235.0,Equifax
ANSS,Ansys Inc.,Technology,28641.0,Ansys
EIX,Edison International,Utilities,28526.0,Edison International
ARES,Ares Management Corp,Financial Services,27598.0,Ares Management
FWONA,Liberty Media Corp.,Communication Services,27484.0,Liberty Media
DECK,Deckers Outdoor Corp.,Consumer Cyclical,27456.0,Deckers Outdoor
AVB,Avalonbay Communities Inc.,Real Estate,27335.0,Avalonbay Communities
CLR,Continental Resources Inc (OKLA),Energy,26961.0,Continental Resources
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,26872.0,Take-Two Interactive Software
EBAY,EBay Inc.,Consumer Cyclical,26767.0,EBay
KSU,Kansas City Southern,Industrials,26711.0,Kansas City Southern
CBRE,CBRE Group Inc,Real Estate,26620.0,CBRE Group
MSTR,Microstrategy Inc.,Technology,26426.0,Microstrategy
FTV,Fortive Corp,Technology,26247.0,Fortive
TROW,T. Rowe Price Group Inc.,Financial Services,25976.0,T Rowe Price Group
GPN,"Global Payments, Inc.",Industrials,25900.0,Global Payments
HEI,Heico Corp.,Industrials,25880.0,Heico
TRGP,Targa Resources Corp,Energy,25610.0,Targa Resources
RJF,"Raymond James Financial, Inc.",Financial Services,25607.0,Raymond James Financial
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,25470.0,Church & Dwight
DOV,Dover Corp.,Industrials,25216.0,Dover
WEC,WEC Energy Group Inc,Utilities,25177.0,WEC Energy Group
FITB,Fifth Third Bancorp,Financial Services,25091.0,Fifth Third Bancorp
BRO,"Brown & Brown, Inc.",Financial Services,24982.0,Brown & Brown
PINS,Pinterest Inc,Communication Services,24873.0,Pinterest
KEYS,Keysight Technologies Inc,Technology,24871.0,Keysight Technologies
WDC,Western Digital Corp.,Technology,24862.0,Western Digital
MTB,M & T Bank Corp,Financial Services,24831.0,M & T Bank
DLTR,Dollar Tree Inc,Consumer Defensive,24663.0,Dollar Tree
MDB,MongoDB Inc,Technology,24635.0,MongoDB
ZS,Zscaler Inc,Technology,24608.0,Zscaler
AWK,American Water Works Co. Inc.,Utilities,24594.0,American Water Works
EQR,Equity Residential Properties Trust,Real Estate,24534.0,Equity Residential Properties Trust
NTAP,Netapp Inc,Technology,24355.0,Netapp
IFF,International Flavors & Fragrances Inc.,Basic Materials,24291.0,International Flavors & Fragrances
FCNCA,"First Citizens Bancshares, Inc (NC)",Financial Services,24049.0,First Citizens Bancshares
HPE,Hewlett Packard Enterprise Co,Technology,23933.0,Hewlett Packard Enterprise
ZBH,Zimmer Biomet Holdings Inc,Healthcare,23932.0,Zimmer Biomet
WST,"West Pharmaceutical Services, Inc.",Healthcare,23854.0,West Pharmaceutical Services
PHM,PulteGroup Inc,Consumer Cyclical,23823.0,PulteGroup
DTE,DTE Energy Co.,Utilities,23384.0,DTE Energy
IRM,Iron Mountain Inc.,Real Estate,23304.0,Iron Mountain
BR,"Broadridge Financial Solutions, Inc.",Technology,23191.0,Broadridge Financial Solutions
CAH,"Cardinal Health, Inc.",Healthcare,23078.0,Cardinal Health
NVR,NVR Inc.,Consumer Cyclical,23047.0,NVR
ETR,Entergy Corp.,Utilities,22962.0,Entergy
TER,"Teradyne, Inc.",Technology,22672.0,Teradyne
APTV,Aptiv PLC,Consumer Cyclical,22617.0,Aptiv
ROL,"Rollins, Inc.",Consumer Cyclical,22352.0,Rollins
FE,Firstenergy Corp.,Utilities,22324.0,Firstenergy
STT,State Street Corp.,Financial Services,22266.0,State Street
BLL,Ball Corp.,Consumer Cyclical,22222.0,Ball
STE,Steris Plc,Healthcare,22074.0,Steris
LYV,Live Nation Entertainment Inc,Communication Services,21962.0,Live Nation Entertainment
LB,L Brands Inc,Consumer Cyclical,21958.0,L Brands
WSO,Watsco Inc.,Industrials,21920.0,Watsco
FLT,Fleetcor Technologies Inc,Technology,21895.0,Fleetcor Technologies
WY,Weyerhaeuser Co.,Real Estate,21696.0,Weyerhaeuser
PTC,PTC Inc,Technology,21493.0,PTC
HUBB,Hubbell Inc.,Industrials,21349.0,Hubbell
PBA,Pembina Pipeline Corporation,Energy,21309.0,Pembina Pipeline
SNAP,Snap Inc,Communication Services,21247.0,Snap
LPLA,LPL Financial Holdings Inc,Financial Services,21131.0,LPL Financial
STLD,Steel Dynamics Inc.,Basic Materials,21100.0,Steel Dynamics
PPL,PPL Corp,Utilities,21077.0,PPL
INVH,Invitation Homes Inc,Real Estate,20869.0,Invitation Homes
MKL,Markel Group Inc,Financial Services,20852.0,Markel Group
TSN,"Tyson Foods, Inc.",Consumer Defensive,20779.0,Tyson Foods
CTRA,Coterra Energy Inc,Energy,20511.0,Coterra Energy
ARE,Alexandria Real Estate Equities Inc.,Real Estate,20456.0,Alexandria Real Estate Equities
WLK,Westlake Corporation,Basic Materials,20437.0,Westlake
TYL,"Tyler Technologies, Inc.",Technology,20342.0,Tyler Technologies
PSTG,Pure Storage Inc,Technology,20325.0,Pure Storage
K,Kellanova Co,Consumer Defensive,20237.0,Kellanova
STX,Seagate Technology Holdings Plc,Technology,20216.0,Seagate Technology
SBAC,SBA Communications Corp,Real Estate,20123.0,SBA Communications
WRB,W.R. Berkley Corp.,Financial Services,20087.0,WR Berkley
CSL,Carlisle Companies Inc.,Industrials,20060.0,Carlisle
ES,Eversource Energy,Utilities,20008.0,Eversource Energy
BAH,Booz Allen Hamilton Holding Corp,Industrials,19993.0,Booz Allen Hamilton
LDOS,Leidos Holdings Inc,Technology,19955.0,Leidos
BLDR,Builders Firstsource Inc,Industrials,19857.0,Builders Firstsource
ENTG,Entegris Inc,Technology,19816.0,Entegris
HBAN,"Huntington Bancshares, Inc.",Financial Services,19797.0,Huntington Bancshares
CVNA,Carvana Co.,Consumer Cyclical,19752.0,Carvana
GPC,Genuine Parts Co.,Consumer Cyclical,19748.0,Genuine Parts
WAT,Waters Corp.,Healthcare,19685.0,Waters
GDDY,Godaddy Inc,Technology,19519.0,Godaddy
CELH,Celsius Holdings Inc,Consumer Defensive,19327.0,Celsius
RS,Reliance Inc.,Basic Materials,19263.0,Reliance
MKC,"McCormick & Co., Inc.",Consumer Defensive,19132.0,McCormick
ALGN,"Align Technology, Inc.",Healthcare,19104.0,Align Technology
VTR,Ventas Inc,Real Estate,19097.0,Ventas
PFG,Principal Financial Group Inc,Financial Services,19013.0,Principal Financial Group
HRL,Hormel Foods Corp.,Consumer Defensive,19005.0,Hormel Foods
AEE,Ameren Corp.,Utilities,18995.0,Ameren
MOH,Molina Healthcare Inc,Healthcare,18992.0,Molina Healthcare
ALNY,Alnylam Pharmaceuticals Inc,Healthcare,18981.0,Alnylam Pharmaceuticals
CNP,Centerpoint Energy Inc.,Utilities,18897.0,Centerpoint Energy
CBOE,Cboe Global Markets Inc.,Financial Services,18807.0,Cboe Global Markets
TDY,Teledyne Technologies Inc,Technology,18713.0,Teledyne Technologies
DRE,Duke Realty Corp,Real Estate,18557.0,Duke Realty
EME,"Emcor Group, Inc.",Industrials,18501.0,Emcor Group
ZM,Zoom Video Communications Inc,Communication Services,18466.0,Zoom Video Communications
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,18284.0,Williams-Sonoma
ULTA,Ulta Beauty Inc,Consumer Cyclical,18269.0,Ulta Beauty
OMC,"Omnicom Group, Inc.",Communication Services,18254.0,Omnicom Group
CMS,CMS Energy Corporation,Utilities,18253.0,CMS Energy
COO,"Cooper Companies, Inc.",Healthcare,18222.0,Cooper
EQT,EQT Corp,Energy,18211.0,EQT
CINF,Cincinnati Financial Corp.,Financial Services,18120.0,Cincinnati Financial
AVY,Avery Dennison Corp.,Industrials,18116.0,Avery Dennison
LII,Lennox International Inc,Industrials,17917.0,Lennox International
DPZ,Dominos Pizza Inc,Consumer Cyclical,17757.0,Dominos Pizza
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,17703.0,Darden Restaurants
ENPH,Enphase Energy Inc,Technology,17604.0,Enphase Energy
CCL,Carnival Corp.,Consumer Cyclical,17564.0,Carnival
NTNX,Nutanix Inc,Technology,17536.0,Nutanix
NRG,NRG Energy Inc.,Utilities,17481.0,NRG Energy
RF,Regions Financial Corp.,Financial Services,17456.0,Regions Financial
ERIE,Erie Indemnity Co.,Financial Services,17454.0,Erie Indemnity
SYF,Synchrony Financial,Financial Services,17355.0,Synchrony Financial
BAX,Baxter International Inc.,Healthcare,17249.0,Baxter International
HOLX,"Hologic, Inc.",Healthcare,17121.0,Hologic
VRSN,Verisign Inc.,Technology,17037.0,Verisign
ATO,Atmos Energy Corp.,Utilities,16904.0,Atmos Energy
EXPD,"Expeditors International Of Washington, Inc.",Industrials,16822.0,Expeditors International Of Washington
NTRS,Northern Trust Corp.,Financial Services,16793.0,Northern Trust
ZBRA,Zebra Technologies Corp.,Technology,16775.0,Zebra Technologies
ILMN,Illumina Inc,Healthcare,16731.0,Illumina
TXT,Textron Inc.,Industrials,16680.0,Textron
UAL,United Airlines Holdings Inc,Industrials,16651.0,United Airlines
CE,Celanese Corp,Basic Materials,16521.0,Celanese
ESS,"Essex Property Trust, Inc.",Real Estate,16394.0,Essex Property Trust
